Country,Date,Temp_Max,Temp_Min,Temp_Mean,Precipitation_Sum,Windspeed_Max,Windgusts_Max,Sunshine_Duration
Argentina,11-03-2013,22.4,14.8,18,0,20.7,37.8,41009.35
Argentina,12-03-2013,20.3,10.3,15.5,0,23.7,41.8,36174.84
Argentina,13-03-2013,17,8.3,12.5,0,19.7,38.5,40667.85
Argentina,14-03-2013,14.3,5.6,10.7,0,10.9,22.3,38449.61
Argentina,15-03-2013,16.3,6.7,11.6,0,12.2,28.1,39225.45
Argentina,16-03-2013,19.6,7.1,13.1,0,13.1,27,40224.94
Argentina,17-03-2013,16.9,10.2,14.1,0,17.1,32,0
Argentina,18-03-2013,21.1,10.2,15.4,0,18.4,40,39934.07
Argentina,19-03-2013,22.7,12,17,0,19.8,40,39844.39
Argentina,20-03-2013,24.7,13.8,19,0,20.2,42.1,39842.98
Argentina,21-03-2013,20.8,12.9,17.3,1.2,19.5,38.5,39828.52
Argentina,22-03-2013,24.8,8.7,16.5,0,18.1,35.6,39651.09
Argentina,23-03-2013,25.7,9.9,17.7,0,13.7,28.8,39479.89
Argentina,24-03-2013,22,16.4,18.6,15.4,24.8,50,20627.78
Argentina,25-03-2013,22.6,13.1,17.5,0,17.3,34.6,39221.92
Argentina,26-03-2013,26.1,9.7,17.4,0,14.8,29.5,39127.83
Argentina,27-03-2013,27,13.9,19.8,0,19,33.5,38977.53
Argentina,28-03-2013,28.3,16,21.5,0,20.9,35.3,38849.39
Argentina,29-03-2013,27.5,15.8,21.4,0,21.1,41,38757.07
Argentina,30-03-2013,25,17.3,21,3.1,21.3,38.5,23016.71
Argentina,31-03-2013,16.9,13.9,15.2,2,26.3,50.4,0
Argentina,01-04-2013,15.1,13.5,14.2,22,24.3,43.2,0
Argentina,02-04-2013,16.7,13.7,15.1,1.7,14.9,29.5,349.2
Argentina,03-04-2013,17.8,14.6,16.2,6.8,17.6,41,4787.57
Argentina,04-04-2013,20.1,14.7,16.7,4.5,12.1,26.3,21915.46
Argentina,05-04-2013,22.2,15.2,17.8,0,21.1,42.8,38113.18
Argentina,06-04-2013,17.2,9.6,13.5,0,29.6,56.5,38020.59
Argentina,07-04-2013,20.9,10.3,14.8,0,15.2,28.1,37886.88
Argentina,08-04-2013,23,8.8,15.4,0,10.8,21.6,37222.29
Argentina,09-04-2013,23.4,13.7,17.9,0,27.9,52.2,35842.01
Argentina,10-04-2013,19.8,14.2,17.1,2,24,46.8,31820.2
Argentina,11-04-2013,19.1,11.4,15.5,4.6,19.5,39.2,36638.21
Argentina,12-04-2013,14,4.9,10,0.1,23.5,46.4,36780.14
Argentina,13-04-2013,17.4,5.5,10.9,0,18.7,36.7,32007.54
Argentina,14-04-2013,22.5,10.3,15.5,0,15.3,30.2,36002.67
Argentina,15-04-2013,23.1,10.3,16.3,0,14.1,23.4,36127.45
Argentina,16-04-2013,23.6,11.2,16.7,0,18.8,36.4,35777.91
Argentina,17-04-2013,25.4,14.3,19,0,19.2,33.1,32179.59
Argentina,18-04-2013,27.9,15.5,20.6,0,17,29.5,35643.95
Argentina,19-04-2013,27.8,16,21,0,17.1,29.5,35498.37
Argentina,20-04-2013,25.5,14.4,19.5,0,23.5,43.9,35361.34
Argentina,21-04-2013,25.3,15.5,20,0,18.1,32.4,35233.18
Argentina,22-04-2013,25.7,15.7,20.1,0,16.2,32.8,35076.86
Argentina,23-04-2013,25.7,15.2,20.1,0,12.7,24.1,29687.81
Argentina,24-04-2013,27,16.2,21,0,16.6,33.5,34957.49
Argentina,25-04-2013,25.4,17.2,21,0,17.7,31.3,30866.88
Argentina,26-04-2013,25.6,15.8,19.7,0,15.5,29.5,32525.79
Argentina,27-04-2013,19.3,16,17.6,12.8,12.7,22,3218.49
Argentina,28-04-2013,19.2,14.2,16.6,22.6,8.1,20.9,18484.94
Argentina,29-04-2013,22.3,11.4,16.1,0,10.7,23.8,34657.27
Argentina,30-04-2013,22.3,12.8,17,0,16.8,33.5,34587.27
Argentina,01-05-2013,21.7,14.5,17.6,0,22.4,43.2,25998.59
Argentina,02-05-2013,18.5,10.7,14.9,0,12.6,21.6,34319.11
Argentina,03-05-2013,19.4,12.8,15.3,0.1,18.2,29.9,30261.66
Argentina,04-05-2013,19.2,12.4,15.2,0.4,20.6,45.4,33785.21
Argentina,05-05-2013,19,7.4,13.4,0,18,33.5,33927.98
Argentina,06-05-2013,16.7,10.1,13.8,0.9,28.5,51.5,32456.32
Argentina,07-05-2013,19.4,5.1,11.6,0,26,48.2,33529.41
Argentina,08-05-2013,22.2,12.9,16.3,0,23.7,46.1,32330.29
Argentina,09-05-2013,23.5,9.9,15.6,0,13.7,24.8,33433.05
Argentina,10-05-2013,22.4,13.5,16.8,0,19.1,35.3,19101.16
Argentina,11-05-2013,17.6,9.5,13.7,0,17.9,33.5,33197.5
Argentina,12-05-2013,17.4,8.5,12.2,0,17.2,29.2,33081.55
Argentina,13-05-2013,16.9,7.1,11.4,0,18.3,29.2,32966.94
Argentina,14-05-2013,12.3,5.4,8.8,0,18.6,31.7,32853.78
Argentina,15-05-2013,11.1,1.2,5.5,0,35.7,66.2,32537.4
Argentina,16-05-2013,14.5,1.3,6.9,0,15.9,30.6,32632.28
Argentina,17-05-2013,16,3.7,8.8,0,19.2,35.3,32524.17
Argentina,18-05-2013,14,5.8,9.3,0,18.9,33.1,28800
Argentina,19-05-2013,12.7,7.2,9.3,0,14.5,31.7,12643.05
Argentina,20-05-2013,16.5,5.4,9.8,0,20.2,35.6,31887.66
Argentina,21-05-2013,15.7,6.2,10,0,19.6,36,20980.3
Argentina,22-05-2013,18.7,5,10.7,0,16.6,28.1,31674.31
Argentina,23-05-2013,19.3,7.6,12.6,0,23.3,43.9,30922.77
Argentina,24-05-2013,15.1,8,11.7,0,18.3,36.4,31402.91
Argentina,25-05-2013,18.6,7.6,12,0,23.1,41.4,31279.21
Argentina,26-05-2013,20,8.6,13.5,0,21.5,38.2,31096.23
Argentina,27-05-2013,16.1,7.3,11.7,0,19.6,36,1319.55
Argentina,28-05-2013,18.5,10.3,13.3,0.3,17.2,33.8,30680.42
Argentina,29-05-2013,14.8,8.3,11,0.2,21.8,42.5,30823.39
Argentina,30-05-2013,19.9,9,13.9,0,21.1,39.6,27904.21
Argentina,31-05-2013,20,12,16,0,35.8,67.3,19583.42
Argentina,01-06-2013,18.3,11.3,14.5,0.4,37.9,77,28430.31
Argentina,02-06-2013,16.8,9.3,12.6,0.3,22,42.5,27220.68
Argentina,03-06-2013,19.1,8.8,13.6,0,22.9,43.2,30742.98
Argentina,04-06-2013,18.1,11.9,14.7,0,17.4,33.1,30687.66
Argentina,05-06-2013,16.9,8,13.8,0,41.8,76.3,30672.27
Argentina,06-06-2013,16.5,3.5,9.5,0,26.1,46.1,30658.38
Argentina,07-06-2013,15.7,5.5,11.6,0,28.5,52.6,30638.21
Argentina,08-06-2013,14,1.5,7.1,0,19.6,37.4,27446.36
Argentina,09-06-2013,17.2,5.3,10,0,17.4,30.6,30618.5
Argentina,10-06-2013,22.1,6.2,12.1,0,16.1,29.5,30611.42
Argentina,11-06-2013,22.4,6.7,13.1,0,19.3,37.8,30005.92
Argentina,12-06-2013,19.1,6.2,12,0,9.9,20.5,30602.68
Argentina,13-06-2013,18.7,8.8,12.7,0,19.2,32.8,30269.51
Argentina,14-06-2013,11.5,4.1,8,0,18.4,31.7,29216.6
Argentina,15-06-2013,17.8,7.8,11.7,0,29.2,55.1,28309.82
Argentina,16-06-2013,13.3,4.3,9.7,0.2,28.2,43.2,30562.19
Argentina,17-06-2013,13.3,1.4,6.5,0,24.8,46.8,30547.29
Argentina,18-06-2013,11,1.7,7,0,33.7,61.2,30536.19
Argentina,19-06-2013,10.4,-1.4,3.8,0,19.5,37.8,30529.12
Argentina,20-06-2013,13.8,0.9,6.4,0,24.7,43.6,30525.9
Argentina,21-06-2013,17.4,6.7,11.1,0,27.5,50,30526.43
Argentina,22-06-2013,13.5,2.1,7.6,0,27.8,49,30530.67
Argentina,23-06-2013,14.3,1.8,6.7,0,11.8,25.2,30538.58
Argentina,24-06-2013,14.3,3.9,8.3,0,17.9,33.5,30550.12
Argentina,25-06-2013,15.8,4.2,9.1,0,18,33.8,30565.26
Argentina,26-06-2013,18.6,5.2,10.6,0,13.8,27.4,29327.33
Argentina,27-06-2013,16.6,8.4,11.8,0,22.6,42.5,15367.32
Argentina,28-06-2013,17,6.6,11.3,0.3,14.8,39.2,30631.8
Argentina,29-06-2013,11.9,5.4,8.4,0,19.1,34.2,28638.57
Argentina,30-06-2013,10.6,1.5,6.3,0,13.4,24.5,22313.26
Argentina,01-07-2013,16.8,3.1,8.6,0,24.6,42.8,30729.02
Argentina,02-07-2013,18.7,9.4,13.1,0,25.1,45,30768.01
Argentina,03-07-2013,18,5.1,11.1,0,13,28.4,30810.2
Argentina,04-07-2013,15.8,3.2,9,0,14.6,29.2,30855.54
Argentina,05-07-2013,10.4,6.7,8.3,8.4,18.5,26.6,0
Argentina,06-07-2013,10.8,5.3,7.7,1.1,17.3,33.8,21875.36
Argentina,07-07-2013,9.8,1,4.9,0,10.6,19.4,31009.88
Argentina,08-07-2013,10.8,0.2,5,0,24.1,45.7,31067.25
Argentina,09-07-2013,11.2,6.2,7.8,9.7,21.6,42.5,15862.23
Argentina,10-07-2013,13.2,5.5,8.4,0,15.9,31.3,26613.27
Argentina,11-07-2013,15.8,6,9.9,0,10.9,21.2,31244.11
Argentina,12-07-2013,17,4.4,10.2,0,22.2,39.2,29937.18
Argentina,13-07-2013,15.8,9.5,11.9,0.5,29.2,53.3,23016.05
Argentina,14-07-2013,12.9,3.8,8.2,0,21.4,39.6,31376.42
Argentina,15-07-2013,15.9,4.9,9.3,0,19.5,37.8,31422.88
Argentina,16-07-2013,19.6,8.1,12.5,0,19.9,38.2,31470.37
Argentina,17-07-2013,15.5,3.7,10.2,2.2,30.5,57.2,24683.35
Argentina,18-07-2013,7.4,0.1,3.8,1.2,25.7,48.6,31568.07
Argentina,19-07-2013,7.6,-2.5,2.1,0,28.1,52.9,31655.17
Argentina,20-07-2013,7.4,0.8,3.8,0.3,32.3,59.8,31673.95
Argentina,21-07-2013,6.1,1.3,3.7,2.5,35.2,67.7,25967.69
Argentina,22-07-2013,7.2,0.5,2.8,0,25.5,47.5,29591.69
Argentina,23-07-2013,9.6,0.4,4.6,0,20.1,38.2,26394
Argentina,24-07-2013,13.7,-1,5.6,0,22.9,43.9,31971.6
Argentina,25-07-2013,16.1,4.8,9.1,0,25.6,49,32082.83
Argentina,26-07-2013,14.3,7.4,9.8,0,23.1,44.6,27121.01
Argentina,27-07-2013,13.3,2.4,7.7,0,12.5,21.2,32201.29
Argentina,28-07-2013,16.7,2.7,8.8,0,9.6,16.9,32326.54
Argentina,29-07-2013,18.5,5,10.6,0,10.8,19.1,32459.17
Argentina,30-07-2013,16.3,7.9,11.7,9.7,12.8,33.1,11199.86
Argentina,31-07-2013,12.6,7.3,9.4,0,13.7,26.6,8891.67
Argentina,01-08-2013,12.4,2.4,6.8,0,11,24.5,27187.84
Argentina,02-08-2013,12.5,3,7,0.3,10.1,16.2,31543.41
Argentina,03-08-2013,14.1,5.2,8.8,0,19.7,36.4,20321.61
Argentina,04-08-2013,17.8,7.2,12.5,0.2,30.2,58.3,32577.69
Argentina,05-08-2013,16.1,9.1,13.4,0,45.2,81.7,33565.38
Argentina,06-08-2013,17.3,4.6,11.6,0,31.4,55.8,18992.32
Argentina,07-08-2013,16.5,9.3,13.3,0,32.1,57.2,30840.78
Argentina,08-08-2013,12.1,4.2,8.1,0,18.9,37.8,33773.39
Argentina,09-08-2013,13.1,-0.9,5.9,0,13.7,29.2,33928.48
Argentina,10-08-2013,19.2,4.7,11,0,28.4,51.8,33240.59
Argentina,11-08-2013,17,9.7,13.2,0,29.8,57.6,32526.6
Argentina,12-08-2013,10.5,4,7.7,0.2,23.5,45.7,33009.87
Argentina,13-08-2013,11.6,-0.5,4.9,0,19.1,37.8,34324.63
Argentina,14-08-2013,14.9,-1,6.7,0,29.2,54.7,34345.26
Argentina,15-08-2013,18.8,6.5,11.9,0,29.9,55.8,30786.38
Argentina,16-08-2013,14.3,5.4,10,0,19.1,38.9,34699.27
Argentina,17-08-2013,17.1,4.5,10,0,29.7,56.9,34786
Argentina,18-08-2013,20.1,8.4,13.4,0,29,54.4,34947.38
Argentina,19-08-2013,19.2,7.4,13.3,0,26.2,48.6,35194.98
Argentina,20-08-2013,18.4,2.8,9.7,0.6,11.6,25.9,34791.98
Argentina,21-08-2013,20.6,1.8,9.8,0,43,76.7,31276.78
Argentina,22-08-2013,9,1.4,4.7,0,30.7,59.4,35664.23
Argentina,23-08-2013,7.1,-1.6,2.7,0.2,16.5,32.8,35049.91
Argentina,24-08-2013,7.3,-3.7,2.3,0,13.7,27,33024.42
Argentina,25-08-2013,8.5,-2.8,2.5,0,10.3,17.3,36266.61
Argentina,26-08-2013,11.4,-1.3,4.7,0,24.1,40.3,36175.68
Argentina,27-08-2013,22.7,5.9,12.5,0,28.4,51.1,35738
Argentina,28-08-2013,25.5,8.3,15.8,0,22,42.5,36595.8
Argentina,29-08-2013,31.4,11.4,19.2,0,17.1,34.6,37059.29
Argentina,30-08-2013,27,7.3,16.4,0,14.3,30.2,36366.25
Argentina,31-08-2013,22.8,10.7,15.5,0,15.8,31,29261.66
Argentina,01-09-2013,19.8,9.3,13.7,0.3,18.9,34.2,21057.17
Argentina,02-09-2013,17.1,7.1,11.5,0.4,25.2,47.9,35997.23
Argentina,03-09-2013,13.4,1.6,7.5,0,12.8,23.8,37740.77
Argentina,04-09-2013,17.8,5.7,11.3,0,28.7,56.2,36000
Argentina,05-09-2013,24.4,11.2,16.5,0.1,26.9,51.5,37194.68
Argentina,06-09-2013,17.8,10.1,13.8,7,16.6,30.6,948.81
Argentina,07-09-2013,22.4,9.4,14.8,1.7,17.8,51.1,27150.83
Argentina,08-09-2013,26.2,6.9,16.7,0,26.3,50,38047.86
Argentina,09-09-2013,30.9,14.8,22.4,0,27,50.8,37881.25
Argentina,10-09-2013,23.8,14.6,19.6,0,15.7,33.5,38145.55
Argentina,11-09-2013,18.9,10,14.3,0.6,20.9,38.2,38260.51
Argentina,12-09-2013,9.8,5,7.9,9.8,22.7,43.6,0
Argentina,13-09-2013,11.7,2.4,6.8,0,15.9,32.8,35391.49
Argentina,14-09-2013,10.3,1.8,6.1,0,17.1,30.6,28575.32
Argentina,15-09-2013,7.7,3.2,4.8,1.8,17.6,34.2,11928.31
Argentina,16-09-2013,7.5,2.2,4.1,4.8,14.8,28.8,12199.35
Argentina,17-09-2013,14.1,-0.7,6.2,0,18.1,35.6,37212.79
Argentina,18-09-2013,17.3,0.6,8.6,0,20.1,38.5,40016.07
Argentina,19-09-2013,22.6,6,13.9,0,22.2,45,40166.21
Argentina,20-09-2013,18.2,6.7,12.8,0.1,24.4,48.2,39948.38
Argentina,21-09-2013,12.8,3.7,8.8,0.3,19.7,39.2,35012.85
Argentina,22-09-2013,14.2,3.2,8.3,2.5,24.7,51.1,38753.85
Argentina,23-09-2013,13.5,-0.2,7,0,10.3,18.7,40763.54
Argentina,24-09-2013,16.4,1.5,9.2,0,18.4,29.9,40911.65
Argentina,25-09-2013,18.6,6.9,12.4,0,32.2,59.8,41059.09
Argentina,26-09-2013,22.9,10,15.6,0,29.9,55.1,41205.79
Argentina,27-09-2013,11.5,5.4,7.4,6.5,27.5,52.6,9002.57
Argentina,28-09-2013,10.3,3.1,6.2,53.4,25.9,52.6,0
Argentina,29-09-2013,13,8.5,10.2,23.6,29.6,69.1,10350.11
Argentina,30-09-2013,12.3,8.2,9.9,0.4,27,50.4,15524.33
Argentina,01-10-2013,13.3,7.6,10.1,0.2,15.5,27.7,6936.78
Argentina,02-10-2013,16.7,5.6,11.2,4.1,10.2,23.4,24411.73
Argentina,03-10-2013,14.3,8,11.2,14.9,9,21.2,7752.91
Argentina,04-10-2013,19.1,5.3,11.6,0,14.1,25.2,38852.57
Argentina,05-10-2013,20.6,10.4,15.1,0.2,18.9,33.5,42529.32
Argentina,06-10-2013,23.4,7.8,15.6,0,15.6,26.6,42676.45
Argentina,07-10-2013,25,13.2,18.8,0,25.6,47.9,42823.23
Argentina,08-10-2013,25.2,15.3,20,0,31,59,42505.72
Argentina,09-10-2013,20,12.6,16.3,2.5,25.3,45,43034.52
Argentina,10-10-2013,21.2,9.9,15.2,0,28.7,57.6,43123.55
Argentina,11-10-2013,17.7,7.9,11.9,1.5,20.7,41,28800
Argentina,12-10-2013,20.1,10.8,14.5,0,13.7,28.1,38826.05
Argentina,13-10-2013,21.3,13.8,17.2,3.1,16.6,37.1,41456.43
Argentina,14-10-2013,23.7,12.4,17.4,0,16.6,32.8,43206.09
Argentina,15-10-2013,27.5,11.7,19.9,0,12.2,25.6,43201.81
Argentina,16-10-2013,23.2,16.2,19,27.7,14.8,35.6,30665.63
Argentina,17-10-2013,22.9,13.4,17.6,0,10.1,19.1,43237.48
Argentina,18-10-2013,26.8,15.3,20.1,3.4,17.6,40.3,43200
Argentina,19-10-2013,28.1,15.2,21.2,7.4,14.8,38.9,43200
Argentina,20-10-2013,21,10.4,17,2.1,28.6,56.2,43358.8
Argentina,21-10-2013,16.6,5.4,11.2,0.2,25,46.4,43947.01
Argentina,22-10-2013,21.3,11.2,15.6,0,22.7,41.4,43666.52
Argentina,23-10-2013,16.5,8.6,12.5,3.1,22,45,43848.93
Argentina,24-10-2013,20.3,4.9,12.8,0,17.3,28.8,44056
Argentina,25-10-2013,18.1,10.3,13.8,0.7,29.1,53.6,40700.11
Argentina,26-10-2013,24.7,10.8,17.4,0,25.6,42.5,45075.73
Argentina,27-10-2013,23,9.8,16.6,0,14.3,32,45275.7
Argentina,28-10-2013,24.6,13.6,18.8,2.4,25.8,50.4,43649.85
Argentina,29-10-2013,25.6,14,19.6,2.3,17.6,30.2,43200
Argentina,30-10-2013,26.3,15.6,20.4,0,27.2,50.4,41816.19
Argentina,31-10-2013,20.5,16.4,18.2,25.3,17.2,37.1,5512.16
Argentina,01-11-2013,22.5,14.6,18.1,0.2,20.3,42.5,43959.73
Argentina,02-11-2013,24.5,12.1,17.9,0,9.7,23,45280.15
Argentina,03-11-2013,26.8,12.1,19.5,0,20.6,37.1,46517.78
Argentina,04-11-2013,26.5,14.5,20.4,0.5,24.5,47.5,45934.51
Argentina,05-11-2013,28.8,17.2,22.9,0,26.1,46.1,46759.66
Argentina,06-11-2013,28.8,18.7,22.4,10.1,35.7,67.3,41525.86
Argentina,07-11-2013,24,14.6,19.1,0,23.5,46.8,46994.88
Argentina,08-11-2013,22.4,11.8,17.6,0,13.2,29.2,47111.21
Argentina,09-11-2013,18.7,13.2,15.6,6.9,24.7,50,19326.7
Argentina,10-11-2013,22,11.3,16.6,2.9,10.5,29.9,45202.93
Argentina,11-11-2013,26.2,13.7,19.9,0,22.9,46.1,47453.96
Argentina,12-11-2013,21.9,14.5,18.2,0,24.7,46.4,46827.96
Argentina,13-11-2013,27.5,13,20.3,0,26.4,50.8,47675.96
Argentina,14-11-2013,27.7,20,23.6,1.1,25,45,46234.14
Argentina,15-11-2013,23.9,13.8,18.9,0,36.3,65.5,47891.52
Argentina,16-11-2013,29.3,13.6,21.4,0,21.6,42.1,47996.54
Argentina,17-11-2013,31,17.3,24.2,0,29.6,55.1,48099.53
Argentina,18-11-2013,23.1,15.5,19.7,0,33.4,70.2,48200.36
Argentina,19-11-2013,27.3,10.7,19.5,0,15.8,31,48298.87
Argentina,20-11-2013,30.7,15.9,23.4,0,21.3,41.4,48394.92
Argentina,21-11-2013,29.2,15.5,22.5,0,21.6,41.4,48488.37
Argentina,22-11-2013,33.8,18.6,25.5,0.8,32,70.6,40232.81
Argentina,23-11-2013,32.6,20.2,26.7,0,22,44.6,38767.31
Argentina,24-11-2013,23.3,14.8,19.9,4.1,22,42.5,22309.07
Argentina,25-11-2013,22.1,12,16.3,0,25,49.7,48536.39
Argentina,26-11-2013,22.9,9.3,16.5,0,18.1,32,40758.43
Argentina,27-11-2013,22.5,12.1,16.3,1.2,15.4,28.8,30836.36
Argentina,28-11-2013,28.8,13.9,20.8,0,28.5,55.4,49062.7
Argentina,29-11-2013,28.4,14.2,21.5,0,16,38.9,49134.71
Argentina,30-11-2013,33,15.1,23.8,1.4,21.3,43.6,45604.95
Argentina,01-12-2013,32,19.5,26.3,0,21.3,47.9,49271.39
Argentina,02-12-2013,28.6,16.4,23.5,0,37.8,74.2,49335.88
Argentina,03-12-2013,27.7,9.7,19.4,0,28.3,54.4,49397.66
Argentina,04-12-2013,26.3,14.7,21.4,0,19.9,38.5,49456.64
Argentina,05-12-2013,23.5,12.9,18.3,0,24,45.7,49512.75
Argentina,06-12-2013,31,13.2,22.1,0,25.5,50,49565.86
Argentina,07-12-2013,34.9,18.4,27,0,23.7,46.4,49615.91
Argentina,08-12-2013,32,15.7,24.5,0.3,21.1,41,31083.98
Argentina,09-12-2013,26.2,14.2,19.7,0,20.1,39.2,48134.34
Argentina,10-12-2013,31.3,13.6,22.7,0,19.6,34.9,49608.27
Argentina,11-12-2013,33.1,19.2,26.3,0,24.7,44.3,48306.74
Argentina,12-12-2013,34.1,19.8,27.4,0,21.2,32.8,49589.3
Argentina,13-12-2013,31.9,21.7,26.9,1.8,19.9,38.9,49577.14
Argentina,14-12-2013,35.6,19.1,27.7,0,13.1,31,49563.24
Argentina,15-12-2013,36.7,21.6,29.3,0,18.4,36.7,49547.62
Argentina,16-12-2013,38.6,21.9,30.6,0,17,35.6,49530.23
Argentina,17-12-2013,36.1,22.5,30,3,28.5,52.2,48930.46
Argentina,18-12-2013,33.8,18.4,26.2,0,25,48.6,49488.26
Argentina,19-12-2013,32.2,20.7,26.7,1.8,20.5,40,49463.71
Argentina,20-12-2013,35.5,22.3,29.1,0,15.9,33.8,49436.91
Argentina,21-12-2013,37.1,25.6,31,0,22,41.4,48188.25
Argentina,22-12-2013,37,23.4,30.7,0.6,17.4,38.2,46800
Argentina,23-12-2013,38.3,21.8,30.4,1.2,16.9,36.4,48061.84
Argentina,24-12-2013,35.5,23.4,29.7,0.9,25.1,49,49309.38
Argentina,25-12-2013,35.4,21.7,28.3,1.3,19.1,45,49373
Argentina,26-12-2013,32,21.9,27,0,26.7,53.6,49335.5
Argentina,27-12-2013,31.5,20.7,26.1,0,17,34.6,49296.28
Argentina,28-12-2013,35.8,19.3,28.1,0,18.5,38.2,49255.49
Argentina,29-12-2013,35.4,22.3,28.7,0,28.2,54,49279.93
Argentina,30-12-2013,29.9,21.3,26,0,26.9,52.9,49237.44
Argentina,31-12-2013,30.5,17.8,24.5,0,23.6,45.4,49193.61
Argentina,01-01-2014,28.2,19.1,24,0,24.6,45.7,49148.59
Argentina,02-01-2014,23.6,17.4,21,0,28.1,56.2,49172.29
Argentina,03-01-2014,24.3,11.2,18.1,0,23.3,49.7,49125.62
Argentina,04-01-2014,31.1,17.7,24.2,0,24.9,47.2,49077.92
Argentina,05-01-2014,34.3,16,25.5,0,22.7,46.8,48958.88
Argentina,06-01-2014,37.7,21.2,29.8,0,16.2,38.5,48978.73
Argentina,07-01-2014,30.5,19,25.1,0,29.9,56.2,48926.24
Argentina,08-01-2014,35.7,18.5,27.3,0,24.2,47.2,48802.25
Argentina,09-01-2014,33.5,22.5,27.9,0.8,30.2,54.7,48574.24
Argentina,10-01-2014,28.4,17.1,23,0,23,43.2,48758.03
Argentina,11-01-2014,28.6,14,21.8,0,19.4,41.4,48698.73
Argentina,12-01-2014,30.2,18.1,24.1,0,28.4,55.1,48637.96
Argentina,13-01-2014,34.7,19.2,26.6,0,27.4,53.3,48510.28
Argentina,14-01-2014,37,22.7,29.7,0,24.2,45.7,48448.16
Argentina,15-01-2014,33.7,20.9,28.2,0,26.6,52.9,48384.97
Argentina,16-01-2014,38.5,17.3,28.2,0,21.1,39.6,48259.41
Argentina,17-01-2014,40.2,27,32.5,2.2,19.7,45.4,47164.39
Argentina,18-01-2014,37.7,21.3,30,0,30.6,59,47257.93
Argentina,19-01-2014,36.3,17.6,27.3,0,22.5,41.4,47440.39
Argentina,20-01-2014,33.6,22.8,27.7,16.2,18.3,37.4,39744.46
Argentina,21-01-2014,32.2,21.5,26.4,0,25,47.2,47672.09
Argentina,22-01-2014,32.6,20.3,26.9,0,14.4,25.2,47138.34
Argentina,23-01-2014,32.5,18.1,24.9,0,37.3,74.9,47287.19
Argentina,24-01-2014,23,12.2,17.7,0,26.1,49.3,47309.45
Argentina,25-01-2014,26.4,11.9,19.5,0,22,42.8,47218.23
Argentina,26-01-2014,32.4,16.2,24,0,25.6,50,47097.25
Argentina,27-01-2014,35.3,19.9,27,0,25.7,45,46957.6
Argentina,28-01-2014,31.6,20.9,26,1.7,24,47.9,46800
Argentina,29-01-2014,33.2,14,24.2,0,15.1,33.5,46942.15
Argentina,30-01-2014,36.6,24.2,29.8,0,25.5,50.8,46800
Argentina,31-01-2014,30.2,19.8,26.5,0,24,46.8,44811.8
Argentina,01-02-2014,29.9,18.3,24,0,20.8,45.7,46803.36
Argentina,02-02-2014,29.9,18.3,24,0,21.7,45,46800
Argentina,03-02-2014,29.7,17.8,23.9,0,17,38.5,46141.36
Argentina,04-02-2014,32.7,16.3,24.6,2.7,24.2,50.8,46719.34
Argentina,05-02-2014,28.2,18.9,23.6,0.1,26.4,53.6,46662.37
Argentina,06-02-2014,29.3,14.7,22,0,26.6,52.6,46603.37
Argentina,07-02-2014,32.3,18.1,25.3,0,31.3,59.4,46477.36
Argentina,08-02-2014,31.1,18.7,25.1,0,14.7,38.9,46350.36
Argentina,09-02-2014,33.4,15.8,25.1,0,14.1,39.6,46222.48
Argentina,10-02-2014,34,21.4,27.5,0,22.6,44.3,46093.86
Argentina,11-02-2014,34.6,21.6,27.7,2,25.4,51.5,36006.36
Argentina,12-02-2014,28.2,18.2,22.3,0,26.3,48.6,44505.87
Argentina,13-02-2014,24.8,13.4,18.8,0,27.2,52.2,45704.8
Argentina,14-02-2014,25,11.4,18.8,0,17.8,35.6,42963.53
Argentina,15-02-2014,27.1,17,21.3,0,24,45.4,44425.93
Argentina,16-02-2014,22.2,18.2,19.7,2.5,21.6,37.1,8946.39
Argentina,17-02-2014,26.6,17.1,21.3,4.8,16.9,34.2,41198.97
Argentina,18-02-2014,29.9,18.5,24.1,0.1,19,37.4,44705.87
Argentina,19-02-2014,29.5,19.9,23.4,8.3,25.2,49,40271.08
Argentina,20-02-2014,20.5,17.1,18.6,9.2,20,39.2,13986.18
Argentina,21-02-2014,24.9,14.4,19.5,0,12.2,23.8,42613.62
Argentina,22-02-2014,29,14.9,22.1,0,19.2,33.1,44471.64
Argentina,23-02-2014,29.8,18.6,24.2,0,20.3,38.9,43738.95
Argentina,24-02-2014,22.7,14.2,18.3,6.2,28.8,50,41740.42
Argentina,25-02-2014,18.1,10.4,14.7,0,19.3,36.4,36337.25
Argentina,26-02-2014,22.5,10.3,16.7,0,14,22.3,43896.59
Argentina,27-02-2014,25.3,12.3,18.6,0,19.3,38.5,43751.62
Argentina,28-02-2014,28,14.3,20.9,0,20.6,41.4,42477.46
Argentina,01-03-2014,23.9,16,19.4,0.9,15.7,32.4,34050.83
Argentina,02-03-2014,25.2,13.3,19,0,11.6,20.5,42047.68
Argentina,03-03-2014,27.1,15.7,21.1,0,15.6,32.4,37729.18
Argentina,04-03-2014,26.5,16.6,21.5,0,15.7,30.2,41424.52
Argentina,05-03-2014,25.2,17.3,21.1,0,26.1,48.2,37459.91
Argentina,06-03-2014,28,11.8,20.3,0,14.8,26.6,42269.04
Argentina,07-03-2014,28.5,16.2,21.8,0,17.8,31,41996.46
Argentina,08-03-2014,31.6,14.5,22.6,0.8,22.8,49,41739.65
